All_within_Treatment	All_between_Treatment	Control_vs._Control	No_Tx_vs._No_Tx	Recovery_vs._Recovery	Experimental_vs._Experimental	Control_vs._No_Tx	Control_vs._Recovery	Control_vs._Experimental	No_Tx_vs._Recovery	No_Tx_vs._Experimental	Recovery_vs._Experimental
0.469126576366184	0.958497053045187	0.469126576366184	0.685359164381164		0.92703429724277	0.958497053045187	0.809544258951098	0.897677512333019	0.905375037959308	0.926389976507439	0.853048708574124
0.241847029765144	0.52144535840188	0.241847029765144	0.734974053556962		0.849060810434201	0.52144535840188	0.632219245465326	0.973386856972941	0.856830866294589	0.96764241101663	0.96782278276336
0.341124834132898	0.901221086071677	0.341124834132898	0.799006029004399		0.999643874643875	0.901221086071677	0.61942538593482	0.963293377873846	0.864661654135338	0.9515070010284	0.933913471800345
0.383233532934132	0.900839054157132	0.383233532934132	0.778718400940623		0.883360414562382	0.900839054157132	0.45899248289016	0.99984756097561	0.887753799003959	1	0.999833845642602
0.324360352612341	0.614805286416731	0.324360352612341	0.701225311923012		0.952578651167082	0.614805286416731	0.795873573309921	0.967828241123039	0.826452410383189	0.902895855472901	0.903192655522061
0.427162707306141	0.97163539666125	0.427162707306141	0.738207993938246		0.999643874643875	0.97163539666125	0.863119502252735	0.930505105887191	0.881381381381381	0.979048209793583	0.914730061568027
0.377604166666667	0.915914845059373	0.377604166666667	0.740018469227009		0.999736217356898	0.915914845059373	0.560006621420295	0.99984756097561	0.847843371099185	0.999845643281624	0.999833845642602
0.231704980842912	0.870888681927356	0.231704980842912	0.723738099037285		1	0.870888681927356	0.574589578872234	0.856415657363525	0.899943788645306	0.9549543363318	0.795824011931394
0.376057151862163	0.929876501437997	0.376057151862163	0.480514858532535		0.983739837398374	0.929876501437997	0.454931714719272	0.999825738433388	0.830314208550161	0.999776511342049	0.999743458183684
0.291942919868277	0.945359889191384	0.291942919868277	0.632366223867116		0.999755501222494	0.945359889191384	0.653638059701493	0.886655822007661	0.879242806456244	0.98124508439712	0.795265348595213
0.416716680670588	0.947114257583572	0.416716680670588	0.375690152451586		0.333333333333333	0.947114257583572	0.853828710971568	1	0.888494541533762	1	1
0.420301539950012	0.959394703656999	0.420301539950012	0.369893410468756		0.999849578820698	0.959394703656999	0.609916116031679	0.986376961545094	0.787578609889432	0.984785005512679	0.978779840848806
0.396936943818508	0.671216257203518	0.396936943818508	0.367433930093777		0.999899274778405	0.671216257203518	0.612794612794613	0.83017044009158	0.779009989897856	0.907514450867052	0.683610867659947
0.544913479554723	0.929142739950779	0.544913479554723	0.273922641328342		1	0.929142739950779	0.522688460600146	0.999825753615612	0.759487590072058	0.999776536312849	0.999743491086315
0.24473381846036	0.871313672922252	0.24473381846036	0.296122662842645		0.999879073704577	0.871313672922252	0.825483492371281	0.883896491865488	0.926762194239398	0.937958009261341	0.82968231389284
0.540446198209136	0.735769707929432	0.540446198209136	0.167089564325433		0.999593743652244	0.735769707929432	0.80346444386559	0.948102518272637	0.949561872194913	0.98819567406173	0.878625678119349
0.319007372774681	0.969887266399334	0.319007372774681	0.784378339864624		1	0.969887266399334	0.567501025851457	1	0.922643907753768	0.999776586237712	0.99897422746506
0.280374352403766	0.938396408890186	0.280374352403766	0.62890411534743		0.999837754522593	0.938396408890186	0.524020022102321	0.926465338759192	0.956707369140125	0.953543121713882	0.828792175235277
0.297289348561345	0.868515613138317	0.297289348561345	0.540878978833414		1	0.868515613138317	0.420325706039992	0.872423466276375	0.945378895184136	0.920692141312185	0.746166548714319
0.35054599296687	0.891139900878184	0.35054599296687	0.404581044758677		0.999883429503993	0.891139900878184	0.851639168630812	0.974934372089085	0.877914904031046	0.987501346837625	0.93996062992126
0.466807660674421	0.940970682434097	0.466807660674421	0.545512600088422		0.999875498007968	0.940970682434097	0.79983240808631	0.942609864717251	0.869304654790247	0.988154554855692	0.833109686397296
0.453997430576144	0.902934209890269	0.453997430576144	0.430934844192635		1	0.902934209890269	0.633209950933976	0.999825738433388	0.909339695459968	0.999776511342049	0.999743458183684
0.370154933405817	0.993104889260343	0.370154933405817	0.4993903114954		1	0.993104889260343	0.614246116834894	0.945096395641241	0.902333018983968	0.944682807232608	0.867820929020881
0.470745041340984	0.474233615221987	0.470745041340984	0.42273952181641		0.982084901986239	0.474233615221987	0.498332513257886	0.928029340208431	0.888450273780721	0.918835712286594	0.942660742727806
0.576937292102994	0.921254543007134	0.576937292102994	0.49536498404954		0.804060913705584	0.921254543007134	0.939967909834462	0.999825738433388	0.828920375936263	0.999776511342049	0.999743458183684
0.548419135904652	0.984141336857481	0.548419135904652	0.690325972660358		0.999736252142951	0.984141336857481	0.91478978978979	0.840962976472734	0.835287081339713	0.879033951697585	0.912478632478632
0.584041345287968	0.753210132600033	0.584041345287968	0.544128776257389		0.840007664303506	0.753210132600033	0.698727015558699	0.999815413013382	0.889357622243528	0.999769346096183	0.999832439678284
0.71286563071298	0.989260143198091	0.71286563071298	0.702104624978347		0.832993147689167	0.989260143198091	0.737475982942031	0.88303013847407	0.834000119424374	0.929358193341948	0.95255175240828
0.467055220784353	0.957372006152494	0.467055220784353	0.607308485056682		0.998945286750165	0.957372006152494	0.663074747671754	0.999815430047988	0.798580134447446	1	0.999832453715339
0.684287581699346	0.98451664130219	0.684287581699346	0.231199676687288		0.683734814876239	0.98451664130219	0.592525427737917	0.985213581599124	0.837382250867625	0.980891719745223	0.987061458074148
0.500879548189982	0.979298322074526	0.500879548189982	0.547074413863405		0.77877309445733	0.979298322074526	0.893396449704142	0.712828065008152	0.960827530932225	0.90966822956852	0.914984587849259
0.407244785949506	0.989264489743754	0.407244785949506	0.209593777009507		0.935557240333586	0.989264489743754	0.414526024144073	0.999815430047988	0.908973986640667	0.999769372693727	0.999832453715339
0.389139126474012	0.970575400536126	0.389139126474012	0.488208770599737		0.856733812226855	0.970575400536126	0.702534039334342	0.872104107091052	0.95367683841921	0.926519462781698	0.419896948077685
0.492131616595136	0.971556350626118	0.492131616595136	0.308450870231407		1	0.971556350626118	0.624544828264934	0.945061748509238	0.928705636743215	0.965924627519719	0.972066687637622
0.293740379681888	0.395924149956408	0.293740379681888	0.517417228934568		0.840966972551239	0.395924149956408	0.590621844968777	0.999261856431076	0.879331999813928	0.999077703481669	0.999329927129575
0.313986471743399	0.914905388956512	0.313986471743399	0.228467026274578		0.957536795804432	0.914905388956512	0.91369656030575	0.921233377173754	0.917941585535466	0.918359251031418	0.93748463456608
0.463029679190256	0.956801000397886	0.463029679190256	0.453127401260181		0.999736217356898	0.956801000397886	0.700998423541776	0.865575019040366	0.89820527201346	0.893172454384932	0.92454173340452
0.555544278102005	0.692631213822707	0.555544278102005	0.313474640423921		1	0.692631213822707	0.735807181854499	0.96131458762425	0.918648382803911	0.967344218593802	0.970003260515161
0.43272876319295	0.98008318669013	0.43272876319295	0.470819703219077		1	0.98008318669013	0.665791050278815	0.917789291882556	0.902267063757369	0.965707753857878	0.433329211491694
0.426178511605647	0.937391706133764	0.426178511605647	0.366692048297618		1	0.937391706133764	0.626643857585801	0.999815413013382	0.883868609804011	0.999769346096183	0.999832439678284
0.531497900139991	0.94675105024824	0.531497900139991	0.409202257961444		1	0.94675105024824	0.776149325959212	0.935119685602001	0.919424297370807	0.926508170061179	0.573613832456774
0.352051282051282	0.968477656221027	0.352051282051282	0.418743353830505		0.999899279850934	0.968477656221027	0.74899220639613	0.952782838234747	0.881677987883239	0.937815873529293	0.94928209157797
0.572622418675323	0.958123509143917	0.572622418675323	0.20058126333954		1	0.958123509143917	0.609577698040298	0.999815413013382	0.916379066478076	0.999769346096183	0.999832439678284
0.346072186836518	0.95066728981669	0.346072186836518	0.329709019364192		1	0.95066728981669	0.600497730932514	0.952384986867746	0.909884238646483	0.876847290640394	0.636228324774875
0.227039406143884	0.961787785738656	0.227039406143884			1	0.961787785738656	0.869638194703469	0.999676846017127		0.9997557997558	0.999744343602199
0.403162839939125	0.613665273487189	0.403162839939125			1	0.613665273487189	0.87179636194572	0.979664463650229		0.745212428662017	0.823151334155684
0.329453565302622	0.895878257655104	0.329453565302622			0.999837767683323	0.895878257655104	0.616433222466857	0.99967689822294		1	1
0.342175066312997	0.912126984126984	0.342175066312997			1	0.912126984126984	0.641406521991412	0.981299524564184		0.987486463722777	0.979607250755287
0.36511616673912	0.72432481257339	0.36511616673912			1	0.72432481257339	0.54267251889783	0.928725551611332		0.840786901270772	0.804887194550341
0.476986169887876	0.977116704805492	0.476986169887876			1	0.977116704805492	0.493973532739706	0.99967689822294		0.999755829569039	0.999744376278119
0.296648192135128	0.92224801061008	0.296648192135128			1	0.92224801061008	0.787268432177048	0.953189960478366		0.858499348352262	0.810768575081688
0.284144166562979	0.893000121315055	0.284144166562979			0.981207083483918	0.893000121315055	0.76198951844161	0.993625926352571		0.871772928255598	0.923835675831918
0.457757869851935	0.960160170307669	0.457757869851935			0.967741935483871	0.960160170307669	0.634084279774095	1		0.999023556694739	0.998977766419627
0.29921343537415	0.940430031723652	0.29921343537415			0.989118282775583	0.940430031723652	0.590525420401754	0.992695590953093		0.802887531847778	0.889326765188834
0.43780729019497	0.936487883312278	0.43780729019497			0.993892976923462	0.936487883312278	0.513594106297141	0.907830783078308		0.856608954313172	0.793157564344005
0.164386278009122	0.954648526077098	0.164386278009122			1	0.954648526077098	0.876636319560416	0.988958748658181		0.942736446843464	0.961496014714899
0.185716984696769	0.683508667950808	0.185716984696769			0.9921968787515	0.683508667950808	0.639695194467692	0.992114075834504		0.882330002437241	0.878697637482629
0.310164220633968	0.910961991086184	0.310164220633968			0.964710547184774	0.910961991086184	0.660462614308768	0.999676846017127		1	0.999744343602199
0.264073694984647	0.929392446633826	0.264073694984647			0.850549450549451	0.929392446633826	0.573198198198198	0.990918437285812		0.827105938054843	0.906717911762351
0.388229056203606	0.563366790221149	0.388229056203606			0.991323907455013	0.563366790221149	0.864729080006483	0.918835108534448		0.970064324591786	0.936026795059661
0.525287029129898	0.969069482136882	0.525287029129898			0.983739837398374	0.969069482136882	0.872039243167484	0.999676846017127		0.9997557997558	0.999744343602199
0.472691589679766	0.91796454460633	0.472691589679766			0.993980784813057	0.91796454460633	0.575230852797393	0.914774618816166		0.885115026689971	0.75521535654795
0.519938925812826	0.897646360759494	0.519938925812826			0.990237874575224	0.897646360759494	0.590963139120095	0.999787347155768		0.999945539701558	0.999713999714
0.613941395544937	0.965653896961691	0.613941395544937			0.983739837398374	0.965653896961691	0.476201084131581	0.94277303503091		0.898248465149874	0.801139092842929
0.360395922936428	0.936416184971098	0.360395922936428			0.999511062217333	0.936416184971098	0.849530079671771	0.99978736976398		1	1
0.584910421397931	0.933055975794251	0.584910421397931			0.814287044798361	0.933055975794251	0.797129186602871	0.985513331933655		0.995114669561677	0.97469777902727
0.40476839980359	0.99637366373286	0.40476839980359			0.906042662481273	0.99637366373286	0.604506232023011	0.903201956435193		0.917731949579083	0.704831586579659
0.25776574522656	0.743957266859559	0.25776574522656			0.999022363436392	0.743957266859559	0.568878008001433	0.99978736976398		0.999945541184479	0.999714040606234
0.305107363823851	0.970973993780142	0.305107363823851			0.870048954161104	0.970973993780142	0.441352013570396	0.938058945327988		0.916310128353793	0.801252033321832
0.423744137424422	0.994010872569796	0.423744137424422			0.704450041981528	0.994010872569796	0.477990257983042	0.975460542055436		0.95376294672841	0.889596602972399
0.253707285622179	0.593949044585987	0.253707285622179			0.947603383458647	0.593949044585987	0.833918911382522	0.999149659863945		0.999782176600321	0.998856489422527
0.539242356571521	0.992719030119861	0.539242356571521			0.891050963179712	0.992719030119861	0.607811154909157	0.964536273224886		0.908037776234017	0.882532936676583
0.506421595016535	0.99315250631565	0.506421595016535			1	0.99315250631565	0.608976500723911	0.893759597933827		0.898811381918598	0.763639415813329
0.664867271411876	0.989394884591391	0.664867271411876			0.898164594434577	0.989394884591391	0.464385801027557	0.971449111636028		0.986722797927461	0.930648464163822
0.133600502148617	0.986996301343196	0.133600502148617			0.9456315485521	0.986996301343196		0.964657156005522		0.921588615466166	0.852676260482452
0.662276671771312	0.993559056488815	0.662276671771312			0.999755501222494	0.993559056488815		0.999787347155768		0.999945539701558	0.999713999714
0.446231930031268	0.987676508344031	0.446231930031268			0.999849590133113	0.987676508344031		0.967394578313253		0.909723640008166	0.878830544972668
0.304039608416789	0.986913185726242	0.304039608416789			0.999899279850934	0.986913185726242		0.923430321592649		0.948774296214906	0.933289958794188
0.286886867088608	0.439716312056738	0.286886867088608			1	0.439716312056738		0.999787347155768		0.999945539701558	0.999713999714
0.527595054816888	0.929454545454545	0.527595054816888			0.999879081015719	0.929454545454545		0.85989678202793		0.95644591091209	
0.61112973516594	0.93094474650309	0.61112973516594			0.999593826157595	0.93094474650309		0.999735519703782		0.999871803089546	
0.567956349206349	0.749065990050546	0.567956349206349			1	0.749065990050546		0.886804913485669		0.955998447004012	
0.808589686431862	0.986035257518147	0.808589686431862			0.999837767683323	0.986035257518147		1		1	
0.253521741026647	0.955112553098973	0.253521741026647			1	0.955112553098973		0.976571651698555		0.990713649662893	
0.816305942773294	0.968276791732195	0.816305942773294			0.999883436297937	0.968276791732195		0.878017789072427		0.945498128600866	
0.535680461190035	0.979135618479881	0.535680461190035			0.999875505757859	0.979135618479881		0.999471109348142		0.999871811306243	
0.407162865146058	0.978500285200298	0.407162865146058			1	0.978500285200298		0.896816263904871		0.961100536424987	
0.434809731752963	0.97032308156839	0.434809731752963			0.932669683257918	0.97032308156839		0.961701196381675		0.969764490198843	
0.638354542764131	0.996818855510971	0.638354542764131			0.999398451011354	0.996818855510971		0.998942498347654		0.999487310945911	
0.312979277383458	0.470555907841894	0.312979277383458			0.893406630241679	0.470555907841894		0.928710734885265		0.940506565436555	
0.5816	0.949523035462206	0.5816			0.840039523521985	0.949523035462206		0.819274212929584		0.955754799727122	
0.49019435405857	0.986285814116003	0.49019435405857			0.963457587320223	0.986285814116003		0.964023308842159		0.976526705579615	
0.485130197493178	0.727202022166051	0.485130197493178			0.264587642949143	0.727202022166051		0.932015889777241		0.970851536202822	
0.195534899161756	0.992345002804633	0.195534899161756			1	0.992345002804633		0.999735519703782		0.999871803089546	
0.421055289068417	0.966617637654282	0.421055289068417			0.559094939410857	0.966617637654282		0.935186309018085		0.939308828916839	
0.50545944731521	0.986797562626946	0.50545944731521			0.95428843926698	0.986797562626946		0.936081950558754		0.978776489909358	
0.258672121367084	0.983925581395349	0.258672121367084			0.999849578820698	0.983925581395349		0.999735519703782		0.999871803089546	
0.620900968330449	0.992138364779874	0.620900968330449			0.999597159977844	0.992138364779874		0.873477592526901		0.893968082228834	
0.439363157676521	0.981188925081433	0.439363157676521			0.536009672189707	0.981188925081433		0.999823008849558		0.999879285369387	
0.532307157144099	0.951492917558341	0.532307157144099			0.91806917705937	0.951492917558341		0.880614406779661		0.83203577936061	
0.179430814524043	0.484312972211551	0.179430814524043			0.975629086586091	0.484312972211551		1		1	
0.390236993673874	0.892046936114733	0.390236993673874			0.909636120692334	0.892046936114733		0.985290254793801		0.989693810294206	
0.477234258632363	0.917221885725823	0.477234258632363			0.999899274778405	0.917221885725823		0.867748228770921		0.90398448234058	
0.30821559392988	0.837531399073583	0.30821559392988			0.9179703331442	0.837531399073583		0.999823024511105		0.999758585309916	
0.682502176346226	0.971800628648406	0.682502176346226			0.977727044935687	0.971800628648406		0.886395055704643		0.920835844886478	
0.318628433928213	0.905065197744976	0.318628433928213			0.999899274778405	0.905065197744976		0.945881748732105		0.897424633463291	
0.5227663722904	0.883167681949343	0.5227663722904			0.99951638254141	0.883167681949343		0.999292223303548		0.999517228893851	
0.63195131228604	0.959443677672789	0.63195131228604			0.998375964271214	0.959443677672789		0.918022775442756		0.828303881588884	
0.641295286950946	0.929328621908127	0.641295286950946			0.976261127596439	0.929328621908127		0.837494605757968		0.863278886872353	
0.46983220278472	0.930884221993585	0.46983220278472			0.999351175993512	0.930884221993585		0.962001375515818		0.970769230769231	
0.700502739648647	0.985336194563662	0.700502739648647			1	0.985336194563662		0.909164021164021		0.923510884989444	
0.381962338949455	0.630392156862745	0.381962338949455			0.9995337995338	0.630392156862745		0.999823008849558		0.999879285369387	
0.193680367596148	0.922685543634553	0.193680367596148			0.999502085018983	0.922685543634553		0.924301528729573		0.87266850517451	
0.288760429732235	0.975115050281234	0.288760429732235			1	0.975115050281234		0.93516555807324		0.956052712228011	
0.494065889093513	0.597615693074672	0.494065889093513			0.840540540540541	0.597615693074672		0.999823008849558		0.999879285369387	
0.4239991605016	0.981848712617943	0.4239991605016			0.975935036453085	0.981848712617943		0.972715868701652		0.798211829436039	
0.661384261140458	0.952577081488895	0.661384261140458			0.871535476718404	0.952577081488895		0.999852049119692		0.999775935469415	
0.600952602230483	0.971860173419861	0.600952602230483			1	0.971860173419861		0.985875438430183		0.798982188295165	
0.35279752537038	0.973493975903614	0.35279752537038			0.836053896836232	0.973493975903614		1		1	
0.287710955170214	0.975732527949981	0.287710955170214			0.980491395969449	0.975732527949981		0.994134467336315		0.985851663534873	
0.405575585233332	0.962003633532312	0.405575585233332			0.999879073704577	0.962003633532312		0.957411504424779		0.780168381665108	
0.170493685419059	0.953028662870052	0.170493685419059			0.898763082778306	0.953028662870052		0.999852060063614		0.99977596056906	
0.229220779220779	0.376181913104008	0.229220779220779			0.80902133580705	0.376181913104008		0.974563628226167		0.830603060306031	
0.425561374992475	0.892577088615058	0.425561374992475			0.999593743652244	0.892577088615058		0.995265492029246		0.933425990271022	
0.489743455222706	0.893082524271845	0.489743455222706			0.872542802790108	0.893082524271845		0.999408327786406		0.999104043005936	
0.783601168736304	0.808815035322344				0.937479151775078	0.808815035322344		0.994476792546997		0.839296233750933	
0.302968648848608	0.969193420116362				0.999593743652244	0.969193420116362		0.981669287922338		0.717050624684047	
0.525183258453535	0.902566578163971				0.965400110593254	0.902566578163971		0.994368231046931		0.949881183841002	
0.533323939692828	0.830041821561338				1	0.830041821561338		0.994505281894517		0.852336360641852	
0.203950133071859	0.955716310670121				0.973697752873234	0.955716310670121		1		1	
0.18903905429665	0.926881478143308				0.981946816296658	0.926881478143308		0.995957356632869		0.8575208005828	
0.481559343722865	0.928681657848324				0.994011976047904	0.928681657848324		0.973630831643002		0.95862013766608	
0.126094570928196	0.984403979092902				0.999837754522593	0.984403979092902		0.999852049119692		0.999775935469415	
0.39590489360753	0.368431730574153				0.546977816973068	0.368431730574153		0.946159936658749		0.951414272057583	
0.228637818405016	0.924374935692973				0.956250660467082	0.924374935692973		0.999849973745405		0.999835647957926	
0.670564195708934	0.973413514796645				0.999837754522593	0.973413514796645		0.961360049734589		0.971036508177629	
0.685359164381164	0.719315238676802				1	0.719315238676802		1		1	
0.734974053556962	0.984602548543689				0.999875498007968	0.984602548543689		0.988254534641689		0.98746948738812	
0.799006029004399	0.953246753246753				1	0.953246753246753		0.944116416383839		0.883717501351551	
0.778718400940623	0.968922967551922				0.97573677714561	0.968922967551922		0.9998499849985		0.999835661462613	
0.701225311923012	0.973840251133589				0.999883429503993	0.973840251133589		0.710723004694836		0.948945528806504	
0.738207993938246	0.972712442532997				0.999875498007968	0.972712442532997		0.987223142986289		0.984448677513038	
0.740018469227009	0.961883516803259					0.961883516803259		0.9994000299985		0.999342753861321	
0.723738099037285	0.997015078997478					0.997015078997478		0.976362662381144		0.947815787640215	
0.480514858532535	0.563379368475653					0.563379368475653		0.926912119219812		0.954944411936805	
0.632366223867116	0.930009904258831					0.930009904258831		0.987118495206031		0.979361651067915	
0.375690152451586	0.995635570103655					0.995635570103655		0.725600249454319		0.979750142892137	
0.369893410468756	0.701328765220612					0.701328765220612		0.999849973745405		0.999835647957926	
0.367433930093777	0.991755379388448					0.991755379388448		0.760480220429049		0.943459282498977	
0.273922641328342	0.962763648988803					0.962763648988803		0.933181369713877		0.976763132726435	
0.296122662842645	0.988961038961039					0.988961038961039		0.999849973745405		0.999835647957926	
0.167089564325433	0.982513543957518					0.982513543957518		0.971656333038087		0.897320244096577	
0.784378339864624	0.993222891566265					0.993222891566265		0.99986401958118		0.999788628196998	
0.62890411534743	0.97562469377756					0.97562469377756		0.986629576453697		0.855768102335407	
0.540878978833414	0.953018600612404					0.953018600612404		1		0.999788650533657	
0.404581044758677	0.675488166508141					0.675488166508141		0.992851844359026		0.986016904935824	
0.545512600088422	0.917817561807332					0.917817561807332		0.955343878353579		0.91485260770975	
0.430934844192635	0.916793268668926					0.916793268668926		0.999864028825889		0.999788650533657	
0.4993903114954	0.643620750087627					0.643620750087627		0.968430826369545		0.929425206538935	
0.42273952181641	0.971620795107034					0.971620795107034		0.995717840402754		0.915541001500887	
0.49536498404954	0.938490506825671					0.938490506825671		0.999728094623071		0.999154780771262	
0.690325972660358	0.832829131652661					0.832829131652661		0.994175068010882		0.873302819339205	
0.544128776257389	0.965106907504859					0.965106907504859		0.946711498293341		0.918375860390739	
0.702104624978347	0.92613945393234					0.92613945393234		0.996143617021277		0.95058198897284	
0.607308485056682	0.941953349664501					0.941953349664501		0.993785373432471		0.907375958140175	
0.231199676687288	0.954269877013684					0.954269877013684		0.99986401958118		0.999788628196998	
0.547074413863405	0.308111507021589					0.308111507021589		0.991337915450522		0.879325243265582	
0.209593777009507	0.893225566308625					0.893225566308625		0.940266493337666		0.908321579689704	
0.488208770599737	0.878090040927694					0.878090040927694		0.99986401958118		0.999788628196998	
0.308450870231407	0.751296442519046					0.751296442519046		0.838665038665039		0.905999482803207	
0.517417228934568	0.964874106310227					0.964874106310227		0.999700194873332		0.999797036736351	
0.228467026274578	0.918286334868741					0.918286334868741		0.87593853062943		0.935987151542962	
0.453127401260181	0.891296364304076					0.891296364304076		1		1	
0.313474640423921	0.919386657101865					0.919386657101865		0.974087161366313		0.982957393483709	
0.470819703219077	0.932744807878757					0.932744807878757		0.860731362381305		0.930124223602484	
0.366692048297618	0.932662964630547					0.932662964630547		0.999400479616307		0.999797057331304	
0.409202257961444	0.656450009938382							0.885399449035813		0.948764472092621	
0.418743353830505	0.871091135124797							0.952271442035815		0.962703648848795	
0.20058126333954	0.666560229903409							0.998801318549595		0.999188394034696	
0.329709019364192	0.67699727806695							0.922871423647018		0.921639953014285	
0.856991578841208	0.596439759335687							0.788819875776398		0.908223350253807	
0.844645613449585	0.720142905750255							0.941739254605169		0.965246416650304	
0.847920233658979	0.816719422967153							0.895662244683091		0.951756165742369	
0.803657767500525	0.63401819657426							0.999700194873332		0.999797036736351	
0.861733400912316	0.59591667530314							0.921010660622849		0.920545003517346	
0.719024140359864	0.485380116959064							0.905071921875687		0.967664763080722	
0.646987218502739	0.74840402273721							0.999700194873332		0.999797036736351	
0.647213645796427	0.809544258951098							0.947827244293605			
0.579965129180536	0.632219245465326							0.999787527886965			
0.45240988254354	0.61942538593482							0.966103689754605			
0.999643874643875	0.45899248289016							1			
0.774173992118824	0.795873573309921							0.984896161107615			
1	0.863119502252735							0.935307827866523			
0.974551159142409	0.560006621420295							0.999787550456766			
0.802667826591271	0.574589578872234							0.952877967146695			
0.99964393804522	0.454931714719272							0.985376020774251			
0.808355367530407	0.653638059701493							0.999150382327952			
0.907106399685905	0.853828710971568							0.982658959537572			
0.99857625912084	0.609916116031679							0.914329566066695			
0.856452850629711	0.612794612794613							0.975577219086711			
0.719464743285565	0.522688460600146							0.981415033581746			
0.92703429724277	0.825483492371281							0.999787527886965			
0.849060810434201	0.80346444386559							0.983589280337248			
0.999643874643875	0.567501025851457							0.927065750736016			
0.883360414562382	0.524020022102321							0.999787527886965			
0.952578651167082	0.420325706039992							0.797353660290522			
0.999643874643875	0.851639168630812							0.999758803666184			
0.999736217356898	0.79983240808631							0.792716733870968			
1	0.633209950933976							1			
0.983739837398374	0.614246116834894							0.978604540591941			
0.999755501222494	0.498332513257886							0.84541590771099			
0.333333333333333	0.939967909834462							0.999517665501025			
0.999849578820698	0.91478978978979							0.859075326600574			
0.999899274778405	0.698727015558699							0.948056562211327			
1	0.737475982942031							0.999035563592526			
0.999879073704577	0.663074747671754							0.882073381932418			
0.999593743652244	0.592525427737917							0.755089684401726			
1	0.893396449704142							0.949907235621521			
0.999837754522593	0.414526024144073							0.873502449434932			
1	0.702534039334342							0.999758803666184			
0.999883429503993	0.624544828264934							0.907965575509883			
0.999875498007968	0.590621844968777							0.906380881990638			
1	0.91369656030575							0.999758803666184			
1	0.700998423541776							0.94567539522676			
0.982084901986239	0.735807181854499							0.999814281734609			
0.804060913705584	0.665791050278815							0.962068777590059			
0.999736252142951	0.626643857585801							0.999814298978644			
0.840007664303506	0.776149325959212							0.986042240587695			
0.832993147689167	0.74899220639613							0.931387554758009			
0.998945286750165	0.609577698040298							0.999814298978644			
0.683734814876239	0.600497730932514							0.954702239953456			
0.77877309445733	0.869638194703469							0.98602357704993			
0.935557240333586	0.87179636194572							0.999257333828444			
0.856733812226855	0.616433222466857							0.977514099465319			
1	0.641406521991412							0.919566602931804			
0.840966972551239	0.54267251889783							0.975858030808035			
0.957536795804432	0.493973532739706							0.97843595739153			
0.999736217356898	0.787268432177048							0.999814281734609			
1	0.76198951844161							0.981306403094112			
1	0.634084279774095							0.927248332153106			
1	0.590525420401754							0.999814281734609			
1	0.513594106297141							0.961952026468155			
0.999899279850934	0.876636319560416							0.999691167387276			
1	0.639695194467692							0.984917472965282			
1	0.660462614308768							1			
1	0.573198198198198							0.983325754130666			
1	0.864729080006483							0.942541285655794			
0.999837767683323	0.872039243167484							0.999691215068705			
1	0.575230852797393							0.969853313100658			
1	0.590963139120095							0.996581845803266			
1	0.476201084131581							0.998765241549622			
